duration,input.all_possible_pgsm_times,input.doc_id,input.lowercase_sentence,input.sentence,input.sentence_id,input.time_expressions,job,output.selectedtags_desc,output.selectedtags_desc.annotations,output.selectedtags_desc.unique_annotations,worker,uqs,unit_annotation_score,uqs_initial,unit_annotation_score_initial,validated_time,no_of_annotations,validated_time_final_score,validated_time_initial_score,Experts
35.15,eight years__125__136###now__142__145###-__123__124###eight years from now__125__145###years__131__136,WSJ_20130321_1145,"lodged in his brain is an untreatable and inoperable cancerous tumor that statistics suggest will kill him before he is 40 , eight years from now .","Lodged in his brain is an untreatable and inoperable cancerous tumor that statistics suggest will kill him before he is 40 , eight years from now .",3,2,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'eight years__125__136': 15, 'eight years from now__125__145': 15, 'years__131__136': 11, 'now__142__145': 8})",49,4,20,0.6238220411968003,"Counter({'eight years from now__125__145': 0.7788330395401268, 'eight years__125__136': 0.7657470284481617, 'years__131__136': 0.5645804993028067, 'now__142__145': 0.41605561796362034})",0.6028983176384864,"Counter({'eight years__125__136': 0.75, 'eight years from now__125__145': 0.75, 'years__131__136': 0.55, 'now__142__145': 0.4})",-__123__124,0,0.0,0.0,0.0
35.15,eight years__125__136###now__142__145###-__123__124###eight years from now__125__145###years__131__136,WSJ_20130321_1145,"lodged in his brain is an untreatable and inoperable cancerous tumor that statistics suggest will kill him before he is 40 , eight years from now .","Lodged in his brain is an untreatable and inoperable cancerous tumor that statistics suggest will kill him before he is 40 , eight years from now .",3,2,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'eight years__125__136': 15, 'eight years from now__125__145': 15, 'years__131__136': 11, 'now__142__145': 8})",49,4,20,0.6238220411968003,"Counter({'eight years from now__125__145': 0.7788330395401268, 'eight years__125__136': 0.7657470284481617, 'years__131__136': 0.5645804993028067, 'now__142__145': 0.41605561796362034})",0.6028983176384864,"Counter({'eight years__125__136': 0.75, 'eight years from now__125__145': 0.75, 'years__131__136': 0.55, 'now__142__145': 0.4})",eight years from now__125__145,15,0.7788330395401268,0.75,0.0
35.15,eight years__125__136###now__142__145###-__123__124###eight years from now__125__145###years__131__136,WSJ_20130321_1145,"lodged in his brain is an untreatable and inoperable cancerous tumor that statistics suggest will kill him before he is 40 , eight years from now .","Lodged in his brain is an untreatable and inoperable cancerous tumor that statistics suggest will kill him before he is 40 , eight years from now .",3,2,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'eight years__125__136': 15, 'eight years from now__125__145': 15, 'years__131__136': 11, 'now__142__145': 8})",49,4,20,0.6238220411968003,"Counter({'eight years from now__125__145': 0.7788330395401268, 'eight years__125__136': 0.7657470284481617, 'years__131__136': 0.5645804993028067, 'now__142__145': 0.41605561796362034})",0.6028983176384864,"Counter({'eight years__125__136': 0.75, 'eight years from now__125__145': 0.75, 'years__131__136': 0.55, 'now__142__145': 0.4})",years__131__136,11,0.5645804993028067,0.55,0.0
35.15,eight years__125__136###now__142__145###-__123__124###eight years from now__125__145###years__131__136,WSJ_20130321_1145,"lodged in his brain is an untreatable and inoperable cancerous tumor that statistics suggest will kill him before he is 40 , eight years from now .","Lodged in his brain is an untreatable and inoperable cancerous tumor that statistics suggest will kill him before he is 40 , eight years from now .",3,2,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'eight years__125__136': 15, 'eight years from now__125__145': 15, 'years__131__136': 11, 'now__142__145': 8})",49,4,20,0.6238220411968003,"Counter({'eight years from now__125__145': 0.7788330395401268, 'eight years__125__136': 0.7657470284481617, 'years__131__136': 0.5645804993028067, 'now__142__145': 0.41605561796362034})",0.6028983176384864,"Counter({'eight years__125__136': 0.75, 'eight years from now__125__145': 0.75, 'years__131__136': 0.55, 'now__142__145': 0.4})",no_time,0,0.0,0.0,0.0
38.0,every morning__90__103###morning__96__103,nyt_20130321_china_pollution,"fu ying , the spokeswoman for the national people 's congress , said she checked for smog every morning after opening her curtains and kept at home face masks for her daughter and herself .","Fu Ying , the spokeswoman for the National People 's Congress , said she checked for smog every morning after opening her curtains and kept at home face masks for her daughter and herself .",4,1,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'every morning__90__103': 17, 'morning__96__103': 10})",27,2,20,0.7188752535331521,"Counter({'every morning__90__103': 0.8659014386207223, 'morning__96__103': 0.5247139487371983})",0.7018248267788214,"Counter({'every morning__90__103': 0.85, 'morning__96__103': 0.5})",every morning__90__103,17,0.8659014386207223,0.85,1.0
38.0,every morning__90__103###morning__96__103,nyt_20130321_china_pollution,"fu ying , the spokeswoman for the national people 's congress , said she checked for smog every morning after opening her curtains and kept at home face masks for her daughter and herself .","Fu Ying , the spokeswoman for the National People 's Congress , said she checked for smog every morning after opening her curtains and kept at home face masks for her daughter and herself .",4,1,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'every morning__90__103': 17, 'morning__96__103': 10})",27,2,20,0.7188752535331521,"Counter({'every morning__90__103': 0.8659014386207223, 'morning__96__103': 0.5247139487371983})",0.7018248267788214,"Counter({'every morning__90__103': 0.85, 'morning__96__103': 0.5})",morning__96__103,10,0.5247139487371983,0.5,0.0
38.0,every morning__90__103###morning__96__103,nyt_20130321_china_pollution,"fu ying , the spokeswoman for the national people 's congress , said she checked for smog every morning after opening her curtains and kept at home face masks for her daughter and herself .","Fu Ying , the spokeswoman for the National People 's Congress , said she checked for smog every morning after opening her curtains and kept at home face masks for her daughter and herself .",4,1,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'every morning__90__103': 17, 'morning__96__103': 10})",27,2,20,0.7188752535331521,"Counter({'every morning__90__103': 0.8659014386207223, 'morning__96__103': 0.5247139487371983})",0.7018248267788214,"Counter({'every morning__90__103': 0.85, 'morning__96__103': 0.5})",no_time,0,0.0,0.0,0.0
88.8,Feb. 28__3__10###the next decade__182__197###current__76__83,nyt_20130321_china_pollution,"on feb. 28 , deutsche bank released an analysts ' note saying that china 's current economic policies would result in an enormous surge in coal consumption and automobile sales over the next decade .","On Feb. 28 , Deutsche Bank released an analysts ' note saying that China 's current economic policies would result in an enormous surge in coal consumption and automobile sales over the next decade .",12,2,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'the next decade__182__197': 18, 'feb. 28__3__10': 16, 'current__76__83': 16})",50,3,20,0.8277776897691385,"Counter({'the next decade__182__197': 0.9209278106394793, 'feb. 28__3__10': 0.8311112259391079, 'current__76__83': 0.8200880981661179})",0.8001155077123225,"Counter({'the next decade__182__197': 0.9, 'feb. 28__3__10': 0.8, 'current__76__83': 0.8})",feb. 28__3__10,16,0.8311112259391079,0.8,1.0
88.8,Feb. 28__3__10###the next decade__182__197###current__76__83,nyt_20130321_china_pollution,"on feb. 28 , deutsche bank released an analysts ' note saying that china 's current economic policies would result in an enormous surge in coal consumption and automobile sales over the next decade .","On Feb. 28 , Deutsche Bank released an analysts ' note saying that China 's current economic policies would result in an enormous surge in coal consumption and automobile sales over the next decade .",12,2,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'the next decade__182__197': 18, 'feb. 28__3__10': 16, 'current__76__83': 16})",50,3,20,0.8277776897691385,"Counter({'the next decade__182__197': 0.9209278106394793, 'feb. 28__3__10': 0.8311112259391079, 'current__76__83': 0.8200880981661179})",0.8001155077123225,"Counter({'the next decade__182__197': 0.9, 'feb. 28__3__10': 0.8, 'current__76__83': 0.8})",the next decade__182__197,18,0.9209278106394791,0.9,1.0
88.8,Feb. 28__3__10###the next decade__182__197###current__76__83,nyt_20130321_china_pollution,"on feb. 28 , deutsche bank released an analysts ' note saying that china 's current economic policies would result in an enormous surge in coal consumption and automobile sales over the next decade .","On Feb. 28 , Deutsche Bank released an analysts ' note saying that China 's current economic policies would result in an enormous surge in coal consumption and automobile sales over the next decade .",12,2,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'the next decade__182__197': 18, 'feb. 28__3__10': 16, 'current__76__83': 16})",50,3,20,0.8277776897691385,"Counter({'the next decade__182__197': 0.9209278106394793, 'feb. 28__3__10': 0.8311112259391079, 'current__76__83': 0.8200880981661179})",0.8001155077123225,"Counter({'the next decade__182__197': 0.9, 'feb. 28__3__10': 0.8, 'current__76__83': 0.8})",current__76__83,16,0.8200880981661179,0.8,0.0
88.8,Feb. 28__3__10###the next decade__182__197###current__76__83,nyt_20130321_china_pollution,"on feb. 28 , deutsche bank released an analysts ' note saying that china 's current economic policies would result in an enormous surge in coal consumption and automobile sales over the next decade .","On Feb. 28 , Deutsche Bank released an analysts ' note saying that China 's current economic policies would result in an enormous surge in coal consumption and automobile sales over the next decade .",12,2,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'the next decade__182__197': 18, 'feb. 28__3__10': 16, 'current__76__83': 16})",50,3,20,0.8277776897691385,"Counter({'the next decade__182__197': 0.9209278106394793, 'feb. 28__3__10': 0.8311112259391079, 'current__76__83': 0.8200880981661179})",0.8001155077123225,"Counter({'the next decade__182__197': 0.9, 'feb. 28__3__10': 0.8, 'current__76__83': 0.8})",no_time,0,0.0,0.0,0.0
98.15,five years__53__63###2011__147__151###years__58__63,WSJ_20130321_1145,"`` no one knows what technology will be available in five years , '' said allan friedman , duke university hospital neurosurgeon in chief , who in 2011 removed as much of leon 's brain tumor as possible .","`` No one knows what technology will be available in five years , '' said Allan Friedman , Duke University Hospital neurosurgeon in chief , who in 2011 removed as much of Leon 's brain tumor as possible .",5,2,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'five years__53__63': 19, '2011__147__151': 16, 'years__58__63': 11})",46,3,20,0.799926154050152,"Counter({'five years__53__63': 0.9607825552428823, '2011__147__151': 0.8291453510458207, 'years__58__63': 0.5695630429161209})",0.7791716429236335,"Counter({'five years__53__63': 0.95, '2011__147__151': 0.8, 'years__58__63': 0.55})",five years__53__63,19,0.9607825552428824,0.95,1.0
98.15,five years__53__63###2011__147__151###years__58__63,WSJ_20130321_1145,"`` no one knows what technology will be available in five years , '' said allan friedman , duke university hospital neurosurgeon in chief , who in 2011 removed as much of leon 's brain tumor as possible .","`` No one knows what technology will be available in five years , '' said Allan Friedman , Duke University Hospital neurosurgeon in chief , who in 2011 removed as much of Leon 's brain tumor as possible .",5,2,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'five years__53__63': 19, '2011__147__151': 16, 'years__58__63': 11})",46,3,20,0.799926154050152,"Counter({'five years__53__63': 0.9607825552428823, '2011__147__151': 0.8291453510458207, 'years__58__63': 0.5695630429161209})",0.7791716429236335,"Counter({'five years__53__63': 0.95, '2011__147__151': 0.8, 'years__58__63': 0.55})",2011__147__151,16,0.8291453510458207,0.8,1.0
98.15,five years__53__63###2011__147__151###years__58__63,WSJ_20130321_1145,"`` no one knows what technology will be available in five years , '' said allan friedman , duke university hospital neurosurgeon in chief , who in 2011 removed as much of leon 's brain tumor as possible .","`` No one knows what technology will be available in five years , '' said Allan Friedman , Duke University Hospital neurosurgeon in chief , who in 2011 removed as much of Leon 's brain tumor as possible .",5,2,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'five years__53__63': 19, '2011__147__151': 16, 'years__58__63': 11})",46,3,20,0.799926154050152,"Counter({'five years__53__63': 0.9607825552428823, '2011__147__151': 0.8291453510458207, 'years__58__63': 0.5695630429161209})",0.7791716429236335,"Counter({'five years__53__63': 0.95, '2011__147__151': 0.8, 'years__58__63': 0.55})",years__58__63,11,0.5695630429161209,0.55,0.0
98.15,five years__53__63###2011__147__151###years__58__63,WSJ_20130321_1145,"`` no one knows what technology will be available in five years , '' said allan friedman , duke university hospital neurosurgeon in chief , who in 2011 removed as much of leon 's brain tumor as possible .","`` No one knows what technology will be available in five years , '' said Allan Friedman , Duke University Hospital neurosurgeon in chief , who in 2011 removed as much of Leon 's brain tumor as possible .",5,2,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'five years__53__63': 19, '2011__147__151': 16, 'years__58__63': 11})",46,3,20,0.799926154050152,"Counter({'five years__53__63': 0.9607825552428823, '2011__147__151': 0.8291453510458207, 'years__58__63': 0.5695630429161209})",0.7791716429236335,"Counter({'five years__53__63': 0.95, '2011__147__151': 0.8, 'years__58__63': 0.55})",no_time,0,0.0,0.0,0.0
72.9,former__109__115,nyt_20130321_cyprus,"`` there have been too many bailouts in europe ; it 's time to remove the air bags , '' said stephen jen , a former economist at the international monetary fund who runs a hedge fund in london .","`` There have been too many bailouts in Europe ; it 's time to remove the air bags , '' said Stephen Jen , a former economist at the International Monetary Fund who runs a hedge fund in London .",8,0,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'former__109__115': 15, 'no_time': 5})",20,2,20,0.6165170793074136,"Counter({'former__109__115': 0.760667081743957, 'no_time': 0.239332918256043})",0.6052631578947368,"Counter({'former__109__115': 0.75, 'no_time': 0.25})",former__109__115,15,0.7606670817439571,0.75,0.0
72.9,former__109__115,nyt_20130321_cyprus,"`` there have been too many bailouts in europe ; it 's time to remove the air bags , '' said stephen jen , a former economist at the international monetary fund who runs a hedge fund in london .","`` There have been too many bailouts in Europe ; it 's time to remove the air bags , '' said Stephen Jen , a former economist at the International Monetary Fund who runs a hedge fund in London .",8,0,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'former__109__115': 15, 'no_time': 5})",20,2,20,0.6165170793074136,"Counter({'former__109__115': 0.760667081743957, 'no_time': 0.239332918256043})",0.6052631578947368,"Counter({'former__109__115': 0.75, 'no_time': 0.25})",no_time,5,0.239332918256043,0.25,0.0
54.9,former__135__141,nyt_20130321_cyprus,"but for the broader financial system in europe , the losses resulting from a cypriot banking collapse and the country 's return to its former currency would be minimal compared with the havoc that greece would have created had it not been bailed out .","But for the broader financial system in Europe , the losses resulting from a Cypriot banking collapse and the country 's return to its former currency would be minimal compared with the havoc that Greece would have created had it not been bailed out .",2,0,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'former__135__141': 16, 'no_time': 4})",20,2,20,0.6785665636411763,"Counter({'former__135__141': 0.8121198151997577, 'no_time': 0.18788018480024232})",0.6631578947368421,"Counter({'former__135__141': 0.8, 'no_time': 0.2})",former__135__141,16,0.8121198151997577,0.8,0.0
54.9,former__135__141,nyt_20130321_cyprus,"but for the broader financial system in europe , the losses resulting from a cypriot banking collapse and the country 's return to its former currency would be minimal compared with the havoc that greece would have created had it not been bailed out .","But for the broader financial system in Europe , the losses resulting from a Cypriot banking collapse and the country 's return to its former currency would be minimal compared with the havoc that Greece would have created had it not been bailed out .",2,0,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'former__135__141': 16, 'no_time': 4})",20,2,20,0.6785665636411763,"Counter({'former__135__141': 0.8121198151997577, 'no_time': 0.18788018480024232})",0.6631578947368421,"Counter({'former__135__141': 0.8, 'no_time': 0.2})",no_time,4,0.18788018480024232,0.2,0.0
55.2,former__174__180###at the time__128__139,nyt_20130321_sarkozy,"mr. sarkozy has denied accepting illegal campaign funds from ms. bettencourt , either personally or through his party treasurer at the time , eric woerth , as alleged by her former butler .","Mr. Sarkozy has denied accepting illegal campaign funds from Ms. Bettencourt , either personally or through his party treasurer at the time , Eric Woerth , as alleged by her former butler .",1,0,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'at the time__128__139': 16, 'former__174__180': 14, 'no_time': 1})",31,3,20,0.7148802673361146,"Counter({'at the time__128__139': 0.8307867114264371, 'former__174__180': 0.7163957376990502, 'no_time': 0.0443730937019349})",0.6853968249706124,"Counter({'at the time__128__139': 0.8, 'former__174__180': 0.7, 'no_time': 0.05})",former__174__180,14,0.7163957376990502,0.7,0.0
55.2,former__174__180###at the time__128__139,nyt_20130321_sarkozy,"mr. sarkozy has denied accepting illegal campaign funds from ms. bettencourt , either personally or through his party treasurer at the time , eric woerth , as alleged by her former butler .","Mr. Sarkozy has denied accepting illegal campaign funds from Ms. Bettencourt , either personally or through his party treasurer at the time , Eric Woerth , as alleged by her former butler .",1,0,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'at the time__128__139': 16, 'former__174__180': 14, 'no_time': 1})",31,3,20,0.7148802673361146,"Counter({'at the time__128__139': 0.8307867114264371, 'former__174__180': 0.7163957376990502, 'no_time': 0.0443730937019349})",0.6853968249706124,"Counter({'at the time__128__139': 0.8, 'former__174__180': 0.7, 'no_time': 0.05})",at the time__128__139,16,0.8307867114264371,0.8,0.0
55.2,former__174__180###at the time__128__139,nyt_20130321_sarkozy,"mr. sarkozy has denied accepting illegal campaign funds from ms. bettencourt , either personally or through his party treasurer at the time , eric woerth , as alleged by her former butler .","Mr. Sarkozy has denied accepting illegal campaign funds from Ms. Bettencourt , either personally or through his party treasurer at the time , Eric Woerth , as alleged by her former butler .",1,0,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'at the time__128__139': 16, 'former__174__180': 14, 'no_time': 1})",31,3,20,0.7148802673361146,"Counter({'at the time__128__139': 0.8307867114264371, 'former__174__180': 0.7163957376990502, 'no_time': 0.0443730937019349})",0.6853968249706124,"Counter({'at the time__128__139': 0.8, 'former__174__180': 0.7, 'no_time': 0.05})",no_time,1,0.0443730937019349,0.05,0.0
37.05,four years ago__156__170###higher-grade fuel four years ago__138__170###years__161__166,nyt_20130321_china_pollution,"but there are doubts about whether the oil companies will comply , especially since oil officials resisted a similar government order for higher-grade fuel four years ago .","But there are doubts about whether the oil companies will comply , especially since oil officials resisted a similar government order for higher-grade fuel four years ago .",7,1,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'four years ago__156__170': 16, 'years__161__166': 9, 'higher-grade fuel four years ago__138__170': 6})",31,3,20,0.6185152645366636,"Counter({'four years ago__156__170': 0.8288587353747828, 'years__161__166': 0.4640162820592582, 'higher-grade fuel four years ago__138__170': 0.31725471678188116})",0.594273979268579,"Counter({'four years ago__156__170': 0.8, 'years__161__166': 0.45, 'higher-grade fuel four years ago__138__170': 0.3})",four years ago__156__170,16,0.8288587353747828,0.8,1.0
37.05,four years ago__156__170###higher-grade fuel four years ago__138__170###years__161__166,nyt_20130321_china_pollution,"but there are doubts about whether the oil companies will comply , especially since oil officials resisted a similar government order for higher-grade fuel four years ago .","But there are doubts about whether the oil companies will comply , especially since oil officials resisted a similar government order for higher-grade fuel four years ago .",7,1,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'four years ago__156__170': 16, 'years__161__166': 9, 'higher-grade fuel four years ago__138__170': 6})",31,3,20,0.6185152645366636,"Counter({'four years ago__156__170': 0.8288587353747828, 'years__161__166': 0.4640162820592582, 'higher-grade fuel four years ago__138__170': 0.31725471678188116})",0.594273979268579,"Counter({'four years ago__156__170': 0.8, 'years__161__166': 0.45, 'higher-grade fuel four years ago__138__170': 0.3})",higher-grade fuel four years ago__138__170,6,0.3172547167818812,0.3,0.0
37.05,four years ago__156__170###higher-grade fuel four years ago__138__170###years__161__166,nyt_20130321_china_pollution,"but there are doubts about whether the oil companies will comply , especially since oil officials resisted a similar government order for higher-grade fuel four years ago .","But there are doubts about whether the oil companies will comply , especially since oil officials resisted a similar government order for higher-grade fuel four years ago .",7,1,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'four years ago__156__170': 16, 'years__161__166': 9, 'higher-grade fuel four years ago__138__170': 6})",31,3,20,0.6185152645366636,"Counter({'four years ago__156__170': 0.8288587353747828, 'years__161__166': 0.4640162820592582, 'higher-grade fuel four years ago__138__170': 0.31725471678188116})",0.594273979268579,"Counter({'four years ago__156__170': 0.8, 'years__161__166': 0.45, 'higher-grade fuel four years ago__138__170': 0.3})",years__161__166,9,0.4640162820592582,0.45,0.0
37.05,four years ago__156__170###higher-grade fuel four years ago__138__170###years__161__166,nyt_20130321_china_pollution,"but there are doubts about whether the oil companies will comply , especially since oil officials resisted a similar government order for higher-grade fuel four years ago .","But there are doubts about whether the oil companies will comply , especially since oil officials resisted a similar government order for higher-grade fuel four years ago .",7,1,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'four years ago__156__170': 16, 'years__161__166': 9, 'higher-grade fuel four years ago__138__170': 6})",31,3,20,0.6185152645366636,"Counter({'four years ago__156__170': 0.8288587353747828, 'years__161__166': 0.4640162820592582, 'higher-grade fuel four years ago__138__170': 0.31725471678188116})",0.594273979268579,"Counter({'four years ago__156__170': 0.8, 'years__161__166': 0.45, 'higher-grade fuel four years ago__138__170': 0.3})",no_time,0,0.0,0.0,0.0
28.1,Friday afternoon__31__47###Friday__31__37,bbc_20130322_1353,"before departing for jordan on friday afternoon , mr obama revealed that mr netanyahu and mr erdogan had just spoken by telephone .","Before departing for Jordan on Friday afternoon , Mr Obama revealed that Mr Netanyahu and Mr Erdogan had just spoken by telephone .",10,1,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'friday afternoon__31__47': 19, 'friday__31__37': 9})",28,2,20,0.8050691338771464,"Counter({'friday afternoon__31__47': 0.9609226728907444, 'friday__31__37': 0.4750967322582754})",0.7941171104942569,"Counter({'friday afternoon__31__47': 0.95, 'friday__31__37': 0.45})",friday afternoon__31__47,19,0.9609226728907444,0.95,1.0
28.1,Friday afternoon__31__47###Friday__31__37,bbc_20130322_1353,"before departing for jordan on friday afternoon , mr obama revealed that mr netanyahu and mr erdogan had just spoken by telephone .","Before departing for Jordan on Friday afternoon , Mr Obama revealed that Mr Netanyahu and Mr Erdogan had just spoken by telephone .",10,1,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'friday afternoon__31__47': 19, 'friday__31__37': 9})",28,2,20,0.8050691338771464,"Counter({'friday afternoon__31__47': 0.9609226728907444, 'friday__31__37': 0.4750967322582754})",0.7941171104942569,"Counter({'friday afternoon__31__47': 0.95, 'friday__31__37': 0.45})",friday__31__37,9,0.4750967322582754,0.45,0.0
28.1,Friday afternoon__31__47###Friday__31__37,bbc_20130322_1353,"before departing for jordan on friday afternoon , mr obama revealed that mr netanyahu and mr erdogan had just spoken by telephone .","Before departing for Jordan on Friday afternoon , Mr Obama revealed that Mr Netanyahu and Mr Erdogan had just spoken by telephone .",10,1,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'friday afternoon__31__47': 19, 'friday__31__37': 9})",28,2,20,0.8050691338771464,"Counter({'friday afternoon__31__47': 0.9609226728907444, 'friday__31__37': 0.4750967322582754})",0.7941171104942569,"Counter({'friday afternoon__31__47': 0.95, 'friday__31__37': 0.45})",no_time,0,0.0,0.0,0.0
